animal_id,intake_date,outcome_date,outcome_type,intake_type,animal_size,age_group
A1654270,2019-10-05,2019-10-13,LCOM,STRAY,SMALL,ADULT
A1648060,2019-10-05,2019-10-15,LCOM,OWNER,LARGE,ADULT
A1654277,2019-10-05,2019-10-05,TRAN,STRAY,PUPPY,JUVENILE
A1654296,2019-10-05,2019-10-11,LCOM,STRAY,LARGE,JUVENILE
A1654308,2019-10-05,2019-10-06,LCOM,STRAY,LARGE,YOUNG
A1654312,2019-10-05,2019-10-06,LCOM,STRAY,LARGE,YOUNG
A1654311,2019-10-05,2019-10-08,LCOM,OTH,SMALL,SENIOR
A1654317,2019-10-05,2019-10-11,TRAN,STRAY,LARGE,YOUNG
A1654318,2019-10-05,2019-10-19,LCOM,STRAY,LARGE,JUVENILE
A1654319,2019-10-05,2019-10-11,LCOM,STRAY,MED,ADULT
A1589844,2019-10-05,2019-10-09,LCOM,STRAY,LARGE,SENIOR
A1654326,2019-10-06,2019-10-07,LCOM,STRAY,LARGE,YOUNG
A1576955,2019-10-06,2019-10-07,LCOM,STRAY,MED,ADULT
A1645660,2019-10-06,2019-10-06,LCOM,RET,PUPPY,JUVENILE
A1654341,2019-10-06,2019-10-25,LCOM,STRAY,SMALL,YOUNG
A1654359,2019-10-06,2019-10-13,LCOM,STRAY,SMALL,YOUNG
A1654367,2019-10-06,2019-10-12,LCOM,STRAY,SMALL,JUVENILE
A1654368,2019-10-06,2019-10-11,LCOM,STRAY,PUPPY,JUVENILE
A1654369,2019-10-06,2019-10-11,LCOM,STRAY,PUPPY,JUVENILE
A1654370,2019-10-06,2019-10-07,LCOM,STRAY,SMALL,JUVENILE
A1643797,2019-10-06,2019-10-19,LCOM,RET,LARGE,YOUNG
A1654372,2019-10-06,2019-10-19,LCOM,STRAY,LARGE,YOUNG
A1654373,2019-10-06,2019-10-26,LCOM,OTH,SMALL,JUVENILE
A1654375,2019-10-06,2019-10-07,LCOM,STRAY,MED,JUVENILE
A1654378,2019-10-06,2019-10-07,LCOM,STRAY,MED,ADULT
A1654379,2019-10-06,2019-12-21,LCOM,STRAY,LARGE,YOUNG
A1654380,2019-10-06,2019-11-09,LCOM,OTH,LARGE,YOUNG
A1616264,2019-10-06,2019-10-07,LCOM,STRAY,LARGE,YOUNG
A1654387,2019-10-07,2019-10-17,LCOM,OTH,SMALL,YOUNG
A1621453,2019-10-07,2019-10-10,LCOM,OTH,LARGE,YOUNG
A1654419,2019-10-07,2019-10-12,LCOM,STRAY,SMALL,ADULT
A1654422,2019-10-07,2019-10-12,LCOM,STRAY,SMALL,YOUNG
A1651945,2019-10-07,2019-11-25,TRAN,RET,SMALL,ADULT
A1653453,2019-10-07,2019-10-08,LCOM,RET,LARGE,YOUNG
A1654436,2019-10-07,2019-10-09,LCOM,STRAY,SMALL,ADULT
A1639921,2019-10-07,2019-10-11,TRAN,RET,LARGE,YOUNG
A1654437,2019-10-07,2019-10-09,LCOM,STRAY,MED,JUVENILE
A1654444,2019-10-07,2019-10-16,LCOM,STRAY,SMALL,ADULT
A1653532,2019-10-07,2019-10-08,LCOM,RET,LARGE,YOUNG
A1654453,2019-10-07,2019-10-19,LCOM,STRAY,MED,YOUNG
A1654498,2019-10-07,2019-10-07,NONL,STRAY,SMALL,SENIOR
A1654547,2019-10-08,2019-10-09,LCOM,STRAY,LARGE,YOUNG
A1654560,2019-10-08,2019-10-08,LCOM,STRAY,LARGE,ADULT
A1654606,2019-10-08,2019-10-19,LCOM,STRAY,MED,YOUNG
A1654613,2019-10-08,2019-10-16,LCOM,STRAY,LARGE,YOUNG
A1654614,2019-10-08,2019-11-19,LCOM,STRAY,LARGE,YOUNG
A1654616,2019-10-08,2019-10-23,LCOM,OTH,SMALL,SENIOR
A1419044,2019-10-08,2019-10-09,LCOM,OTH,MED,ADULT
A1654617,2019-10-08,2019-10-20,LCOM,STRAY,SMALL,ADULT
A1654625,2019-10-08,2019-10-26,LCOM,STRAY,MED,YOUNG
A1654624,2019-10-08,2019-10-12,LCOM,STRAY,LARGE,JUVENILE
A1654629,2019-10-08,2019-10-16,LCOM,STRAY,LARGE,YOUNG
A1654631,2019-10-08,2019-11-03,LCOM,STRAY,MED,ADULT
A1263356,2019-10-08,2019-10-09,LCOM,STRAY,SMALL,ADULT
A1654644,2019-10-08,2019-10-16,LCOM,STRAY,LARGE,YOUNG
A1650685,2019-10-08,2019-10-20,LCOM,RET,LARGE,YOUNG
A1608664,2019-10-08,2019-10-09,LCOM,STRAY,SMALL,ADULT
A1250266,2019-10-08,2019-10-25,LCOM,STRAY,SMALL,ADULT
A1654658,2019-10-08,2019-10-20,LCOM,STRAY,SMALL,ADULT
A1654659,2019-10-08,2019-10-20,LCOM,STRAY,SMALL,ADULT
A1654656,2019-10-08,2019-10-16,LCOM,STRAY,LARGE,YOUNG
A1654657,2019-10-08,2019-10-16,LCOM,STRAY,SMALL,JUVENILE
A1654660,2019-10-08,2019-10-16,LCOM,STRAY,SMALL,ADULT
A1645656,2019-10-09,2019-10-09,LCOM,RET,PUPPY,JUVENILE
A1645657,2019-10-09,2019-10-09,TRAN,RET,PUPPY,JUVENILE
A1645659,2019-10-09,2019-10-09,LCOM,RET,PUPPY,JUVENILE
A1645658,2019-10-09,2019-10-09,LCOM,RET,PUPPY,JUVENILE
A1654699,2019-10-09,2019-10-09,LCOM,STRAY,SMALL,SENIOR
A1654701,2019-10-09,2019-10-13,LCOM,STRAY,LARGE,YOUNG
A1654715,2019-10-09,2019-10-19,LCOM,OWNER,SMALL,YOUNG
A1654630,2019-10-09,2019-10-16,NONL,OTH,MED,SENIOR
A1654723,2019-10-09,2019-10-11,LCOM,STRAY,SMALL,SENIOR
A1654726,2019-10-09,2019-10-18,LCOM,STRAY,SMALL,JUVENILE
A1654727,2019-10-09,2019-11-09,TRAN,OTH,SMALL,YOUNG
A1654728,2019-10-09,2020-03-05,TRAN,OTH,LARGE,YOUNG
A1654732,2019-10-09,2019-10-19,LCOM,STRAY,LARGE,YOUNG
A1631101,2019-10-09,2019-10-18,LCOM,OWNER,LARGE,ADULT
A1654752,2019-10-09,2019-10-11,LCOM,OTH,LARGE,SENIOR
A1654755,2019-10-09,2019-10-10,LCOM,STRAY,LARGE,SENIOR
A1654801,2019-10-10,2019-10-10,LCOM,STRAY,LARGE,YOUNG
A1654804,2019-10-10,2019-10-18,LCOM,STRAY,LARGE,JUVENILE
A1654805,2019-10-10,2019-10-18,LCOM,STRAY,LARGE,JUVENILE
A1550360,2019-10-10,2019-10-10,LCOM,STRAY,_UNKNOWN_,YOUNG
A1654811,2019-10-10,2019-10-12,NONL,OTH,MED,YOUNG
A1611395,2019-10-10,2019-10-10,LCOM,STRAY,SMALL,YOUNG
A1654855,2019-10-10,2019-10-12,LCOM,OTH,SMALL,YOUNG
A1654856,2019-10-10,2019-10-12,LCOM,OTH,SMALL,ADULT
A1654859,2019-10-10,2019-10-19,LCOM,STRAY,LARGE,ADULT
A1652644,2019-10-10,2019-11-17,LCOM,RET,LARGE,ADULT
A1654899,2019-10-10,2019-10-26,LCOM,STRAY,LARGE,JUVENILE
A1654907,2019-10-10,2019-10-11,LCOM,STRAY,SMALL,ADULT
A1594190,2019-10-10,2019-10-23,LCOM,STRAY,LARGE,YOUNG
A1654911,2019-10-10,2019-10-27,LCOM,STRAY,LARGE,YOUNG
A1654912,2019-10-11,2019-10-11,LCOM,STRAY,MED,YOUNG
A1654913,2019-10-11,2019-10-11,LCOM,STRAY,MED,YOUNG
A1654914,2019-10-11,2019-10-11,LCOM,OTH,MED,YOUNG
A1654915,2019-10-11,2019-10-11,LCOM,OTH,MED,ADULT
A1654499,2019-10-11,2019-10-17,LCOM,OTH,MED,SENIOR
A1654958,2019-10-11,2019-10-15,LCOM,STRAY,PUPPY,JUVENILE
A0919957,2019-10-11,2019-10-11,LCOM,STRAY,MED,SENIOR
A1654985,2019-10-11,2019-11-09,LCOM,STRAY,LARGE,YOUNG
A1652434,2019-10-11,2019-10-12,LCOM,RET,SMALL,YOUNG
A1654965,2019-10-11,2019-10-13,LCOM,OWNER,LARGE,YOUNG
A1655022,2019-10-11,2019-10-17,LCOM,STRAY,PUPPY,JUVENILE
A1485513,2019-10-11,2019-10-13,LCOM,STRAY,SMALL,ADULT
A1655026,2019-10-11,2019-10-25,LCOM,OTH,MED,YOUNG
A0863703,2019-10-11,2019-10-16,NONL,OTH,SMALL,SENIOR
A1655078,2019-10-12,2019-10-20,LCOM,STRAY,SMALL,YOUNG
A1655080,2019-10-12,2019-10-15,NONL,OTH,LARGE,ADULT
A1655100,2019-10-12,2019-10-18,LCOM,STRAY,SMALL,JUVENILE
A1624460,2019-10-12,2019-10-21,LCOM,OTH,SMALL,YOUNG
A1624462,2019-10-12,2019-10-21,LCOM,OTH,SMALL,YOUNG
A1624461,2019-10-12,2019-10-21,LCOM,OTH,SMALL,YOUNG
A1655141,2019-10-13,2019-10-13,LCOM,STRAY,LARGE,YOUNG
A1655142,2019-10-13,2019-10-18,LCOM,STRAY,SMALL,SENIOR
A1646894,2019-10-13,2019-11-15,LCOM,RET,LARGE,ADULT
A1655157,2019-10-13,2019-10-16,LCOM,STRAY,LARGE,YOUNG
A1655159,2019-10-13,2019-10-19,LCOM,STRAY,LARGE,YOUNG
A1655160,2019-10-13,2019-10-19,LCOM,STRAY,SMALL,JUVENILE
A1655161,2019-10-13,2019-10-19,LCOM,STRAY,SMALL,JUVENILE
A1655163,2019-10-13,2019-10-20,LCOM,STRAY,SMALL,YOUNG
A1655184,2019-10-14,2020-04-23,LCOM,STRAY,LARGE,YOUNG
A1655197,2019-10-14,2019-10-23,LCOM,STRAY,SMALL,SENIOR
A1414510,2019-10-14,2019-10-15,LCOM,STRAY,MED,ADULT
A1655200,2019-10-14,2019-10-15,LCOM,STRAY,LARGE,YOUNG
A1655203,2019-10-14,2019-10-18,NONL,OTH,SMALL,JUVENILE
A1606296,2019-10-14,2019-10-15,LCOM,STRAY,LARGE,YOUNG
A1655212,2019-10-14,2019-10-30,LCOM,STRAY,MED,ADULT
A1655217,2019-10-14,2019-10-19,LCOM,STRAY,PUPPY,JUVENILE
A1655218,2019-10-14,2019-10-19,LCOM,STRAY,PUPPY,JUVENILE
A1655215,2019-10-14,2019-10-19,LCOM,STRAY,LARGE,YOUNG
A1655216,2019-10-14,2019-10-23,LCOM,STRAY,LARGE,YOUNG
A1655224,2019-10-14,2019-10-19,LCOM,STRAY,LARGE,YOUNG
A1655225,2019-10-14,2019-10-15,LCOM,STRAY,MED,JUVENILE
A1655226,2019-10-14,2019-10-15,LCOM,STRAY,SMALL,ADULT
A1655228,2019-10-14,2019-10-19,LCOM,STRAY,LARGE,JUVENILE
A1655234,2019-10-14,2019-10-19,LCOM,STRAY,SMALL,JUVENILE
A1655237,2019-10-14,2019-10-15,LCOM,STRAY,SMALL,YOUNG
A1601072,2019-10-15,2019-10-16,LCOM,STRAY,LARGE,YOUNG
A1655291,2019-10-15,2019-10-15,LCOM,STRAY,MED,YOUNG
A1655290,2019-10-15,2019-10-15,LCOM,STRAY,SMALL,YOUNG
A1655298,2019-10-15,2019-10-16,LCOM,STRAY,LARGE,YOUNG
A1312348,2019-10-15,2019-10-17,LCOM,STRAY,MED,ADULT
A1655304,2019-10-13,2019-10-15,LCOM,OTH,LARGE,ADULT
A1649422,2019-10-15,2019-10-16,LCOM,RET,SMALL,YOUNG
A1655307,2019-10-15,2019-10-22,LCOM,STRAY,LARGE,JUVENILE
A1655309,2019-10-15,2019-10-18,LCOM,STRAY,MED,YOUNG
A1655310,2019-10-15,2019-10-24,TRAN,STRAY,MED,JUVENILE
A1286293,2019-10-15,2019-10-23,TRAN,STRAY,MED,ADULT
A1655311,2019-10-15,2019-10-16,LCOM,STRAY,MED,SENIOR
A1655312,2019-10-15,2019-10-28,LCOM,STRAY,LARGE,YOUNG
A1655313,2019-10-15,2019-10-17,LCOM,STRAY,SMALL,SENIOR
A1655314,2019-10-15,2019-10-23,LCOM,STRAY,LARGE,JUVENILE
A1655318,2019-10-15,2019-10-23,LCOM,STRAY,MED,YOUNG
A1655320,2019-10-15,2019-10-23,LCOM,STRAY,MED,YOUNG
A1655321,2019-10-15,2019-11-23,TRAN,STRAY,SMALL,SENIOR
A1655322,2019-10-15,2019-10-24,LCOM,STRAY,SMALL,YOUNG
A1655325,2019-10-15,2019-10-23,LCOM,STRAY,PUPPY,JUVENILE
A1655326,2019-10-15,2019-10-24,LCOM,STRAY,PUPPY,JUVENILE
A1655327,2019-10-15,2019-10-23,LCOM,STRAY,PUPPY,JUVENILE
A1655328,2019-10-15,2019-10-23,LCOM,STRAY,PUPPY,JUVENILE
A1655333,2019-10-15,2019-10-16,LCOM,STRAY,MED,YOUNG
A1654419,2019-10-16,2019-10-17,LCOM,RET,SMALL,ADULT
A1627172,2019-10-16,2019-10-19,LCOM,OWNER,MED,YOUNG
A1655440,2019-10-16,2019-10-25,LCOM,OTH,LARGE,YOUNG
A1655443,2019-10-16,2019-10-17,LCOM,STRAY,LARGE,JUVENILE
A1034324,2019-10-16,2019-10-17,LCOM,STRAY,MED,ADULT
A1655444,2019-10-16,2019-10-16,LCOM,STRAY,LARGE,YOUNG
A1655446,2019-10-16,2019-10-17,LCOM,STRAY,LARGE,JUVENILE
A1655450,2019-10-16,2019-11-06,LCOM,STRAY,SMALL,SENIOR
A1654965,2019-10-16,2019-10-20,LCOM,RET,LARGE,YOUNG
A1409729,2019-10-16,2020-03-04,TRAN,OWNER,LARGE,ADULT
A1002162,2019-10-16,2019-10-26,LCOM,STRAY,MED,SENIOR
A1255954,2019-10-16,2019-11-15,NONL,OWNER,LARGE,ADULT
A1655444,2019-10-16,2019-10-19,LCOM,OWNER,LARGE,YOUNG
A1301683,2019-10-16,2019-10-17,LCOM,STRAY,LARGE,ADULT
A1655487,2019-10-16,2019-10-21,LCOM,STRAY,SMALL,YOUNG
A1654027,2019-10-17,2019-10-26,LCOM,OTH,MED,ADULT
A1655537,2019-10-17,2019-10-17,LCOM,STRAY,LARGE,YOUNG
A1655538,2019-10-17,2019-10-19,LCOM,STRAY,SMALL,JUVENILE
A1619151,2019-10-17,2019-10-17,LCOM,STRAY,LARGE,YOUNG
A1655543,2019-10-17,2019-10-22,LCOM,STRAY,PUPPY,JUVENILE
A1655544,2019-10-17,2019-11-12,LCOM,STRAY,LARGE,ADULT
A1655547,2019-10-17,2019-10-24,LCOM,STRAY,SMALL,JUVENILE
A1655550,2019-10-17,2019-10-24,LCOM,STRAY,LARGE,JUVENILE
A1655553,2019-10-17,2019-10-23,LCOM,STRAY,MED,ADULT
A1655587,2019-10-17,2019-10-27,LCOM,STRAY,SMALL,YOUNG
A1091593,2019-10-17,2019-10-18,LCOM,STRAY,MED,SENIOR
A1156418,2019-10-17,2019-10-18,LCOM,STRAY,LARGE,ADULT
A1655623,2019-10-18,2019-10-19,LCOM,STRAY,SMALL,YOUNG
A1216691,2019-10-18,2019-10-19,LCOM,OTH,MED,ADULT
A1204782,2019-10-18,2020-03-26,TRAN,STRAY,LARGE,ADULT
A1655680,2019-10-18,2019-11-23,TRAN,STRAY,MED,ADULT
A1655686,2019-10-18,2019-10-25,LCOM,STRAY,MED,ADULT
A1655692,2019-10-18,2019-11-02,LCOM,OTH,SMALL,YOUNG
A1655711,2019-10-18,2019-10-24,LCOM,STRAY,SMALL,JUVENILE
A1655712,2019-10-18,2019-10-24,LCOM,STRAY,SMALL,JUVENILE
A1030613,2019-10-18,2019-10-23,NONL,OTH,MED,SENIOR
A1655728,2019-10-18,2019-10-19,LCOM,STRAY,SMALL,YOUNG
A1220482,2019-10-18,2019-10-23,NONL,OTH,MED,ADULT
A1655745,2019-10-19,2019-10-22,LCOM,STRAY,MED,JUVENILE
A1589844,2019-10-19,2019-10-25,LCOM,STRAY,LARGE,SENIOR
A1655766,2019-10-19,2020-04-07,TRAN,STRAY,LARGE,ADULT
A1655774,2019-10-19,2019-11-24,LCOM,STRAY,LARGE,JUVENILE
A1631101,2019-10-19,2019-10-24,LCOM,RET,LARGE,ADULT
A0779525,2019-10-19,2019-10-25,LCOM,OTH,SMALL,ADULT
A1655787,2019-10-19,2020-05-04,TRAN,STRAY,LARGE,ADULT
A1655797,2019-10-19,2019-10-31,LCOM,OTH,LARGE,JUVENILE
A1652025,2019-10-19,2019-10-27,LCOM,RET,LARGE,YOUNG
A1655808,2019-10-19,2019-11-01,LCOM,STRAY,MED,JUVENILE
A1655836,2019-10-19,2019-11-03,LCOM,OTH,MED,ADULT
A1631669,2019-10-19,2019-10-19,LCOM,RET,SMALL,ADULT
A1655838,2019-10-19,2019-10-24,NONL,OTH,MED,YOUNG
A1544113,2019-10-19,2019-10-20,LCOM,STRAY,SMALL,SENIOR
A1655853,2019-10-19,2019-10-24,LCOM,STRAY,SMALL,YOUNG
A1216691,2019-10-19,2019-11-02,LCOM,OWNER,MED,ADULT
A1655860,2019-10-19,2019-12-14,LCOM,STRAY,LARGE,YOUNG
A1419921,2019-10-19,2019-10-20,LCOM,STRAY,LARGE,SENIOR
A1655891,2019-10-20,2019-10-30,LCOM,STRAY,SMALL,YOUNG
A1655895,2019-10-20,2019-10-20,LCOM,STRAY,SMALL,SENIOR
A1655936,2019-10-20,2019-11-23,LCOM,OTH,SMALL,ADULT
A1655941,2019-10-20,2019-10-25,LCOM,STRAY,MED,ADULT
A1654062,2019-10-21,2019-11-16,LCOM,RET,SMALL,ADULT
A1655962,2019-10-21,2019-10-22,NONL,STRAY,SMALL,YOUNG
A1655971,2019-10-21,2019-10-21,TRAN,STRAY,PUPPY,JUVENILE
A1655972,2019-10-21,2019-10-21,TRAN,STRAY,PUPPY,JUVENILE
A1655973,2019-10-21,2019-10-21,TRAN,STRAY,PUPPY,JUVENILE
A1655974,2019-10-21,2019-10-21,TRAN,STRAY,PUPPY,JUVENILE
A1656000,2019-10-21,2019-11-01,LCOM,STRAY,SMALL,YOUNG
A1650685,2019-10-21,2019-11-03,LCOM,RET,LARGE,YOUNG
A1656026,2019-10-21,2019-11-23,LCOM,OTH,LARGE,JUVENILE
A1656033,2019-10-21,2019-10-26,LCOM,STRAY,SMALL,YOUNG
A1652971,2019-10-21,2019-10-22,LCOM,RET,PUPPY,JUVENILE
A1656058,2019-10-21,2019-10-27,LCOM,STRAY,SMALL,ADULT
A1651466,2019-10-22,2019-10-24,LCOM,STRAY,LARGE,YOUNG
A1650939,2019-10-22,2019-10-24,LCOM,RET,SMALL,SENIOR
A1656128,2019-10-22,2019-10-23,LCOM,STRAY,LARGE,ADULT
A1656136,2019-10-22,2019-11-02,LCOM,STRAY,MED,ADULT
A1642922,2019-10-22,2019-11-03,LCOM,RET,LARGE,YOUNG
A1656147,2019-10-22,2019-12-19,LCOM,STRAY,LARGE,ADULT
A1656149,2019-10-22,2019-11-02,LCOM,STRAY,MED,JUVENILE
A1656150,2019-10-22,2019-10-30,LCOM,STRAY,SMALL,YOUNG
A1656126,2019-10-22,2019-12-16,LCOM,OTH,_UNKNOWN_,JUVENILE
A1656154,2019-10-22,2019-10-30,LCOM,STRAY,SMALL,YOUNG
A1656177,2019-10-22,2019-11-10,LCOM,STRAY,SMALL,YOUNG
A1656179,2019-10-22,2019-11-02,LCOM,STRAY,SMALL,JUVENILE
A1656191,2019-10-22,2019-10-23,LCOM,STRAY,SMALL,ADULT
A1656195,2019-10-22,2019-10-23,LCOM,STRAY,LARGE,YOUNG
A1656221,2019-10-23,2019-10-31,TRAN,STRAY,PUPPY,JUVENILE
A1656225,2019-10-23,2019-10-27,LCOM,STRAY,SMALL,YOUNG
A1656226,2019-10-23,2019-10-27,LCOM,STRAY,SMALL,YOUNG
A1649529,2019-10-23,2019-10-23,LCOM,RET,PUPPY,JUVENILE
A1656252,2019-10-23,2019-10-30,LCOM,STRAY,SMALL,YOUNG
A1656262,2019-10-23,2019-11-01,LCOM,STRAY,MED,YOUNG
A1656265,2019-10-23,2019-11-01,TRAN,STRAY,PUPPY,JUVENILE
A1656277,2019-10-23,2019-10-24,LCOM,STRAY,LARGE,JUVENILE
A1627172,2019-10-23,2019-10-25,LCOM,RET,MED,YOUNG
A1656316,2019-10-23,2019-10-30,LCOM,STRAY,MED,ADULT
A1656337,2019-10-23,2019-10-24,LCOM,STRAY,LARGE,JUVENILE
A1530293,2019-10-23,2019-10-31,LCOM,OTH,SMALL,YOUNG
A1621453,2019-10-23,2019-10-25,LCOM,OTH,LARGE,YOUNG
A1782713,2019-10-23,2019-10-24,LCOM,STRAY,MED,YOUNG
A1656346,2019-10-24,2019-11-02,LCOM,STRAY,MED,YOUNG
A1656361,2019-10-24,2019-10-24,NONL,STRAY,LARGE,YOUNG
A1594190,2019-10-24,2019-10-26,LCOM,RET,LARGE,YOUNG
A1656382,2019-10-24,2019-10-24,NONL,STRAY,SMALL,YOUNG
A1656385,2019-10-24,2019-10-28,LCOM,OWNER,LARGE,JUVENILE
A1656387,2019-10-18,2019-11-09,LCOM,STRAY,LARGE,YOUNG
A1655078,2019-10-24,2019-10-27,LCOM,RET,SMALL,ADULT
A1481442,2019-10-24,2019-10-24,LCOM,STRAY,LARGE,YOUNG
A1656404,2019-10-24,2019-10-24,LCOM,STRAY,MED,YOUNG
A1475055,2019-10-24,2020-06-08,LCOM,STRAY,LARGE,ADULT
A1656413,2019-10-24,2019-10-25,LCOM,STRAY,SMALL,YOUNG
A1656426,2019-10-24,2019-10-30,LCOM,STRAY,PUPPY,JUVENILE
A1655307,2019-10-24,2019-10-25,LCOM,RET,LARGE,YOUNG
A1656427,2019-10-24,2019-11-06,LCOM,STRAY,SMALL,ADULT
A1431079,2019-10-24,2019-10-25,LCOM,STRAY,SMALL,ADULT
A1656481,2019-10-24,2019-12-16,LCOM,OTH,_UNKNOWN_,YOUNG
A1656482,2019-10-24,2019-11-01,LCOM,OTH,LARGE,YOUNG
A1656483,2019-10-24,2019-11-01,LCOM,OTH,LARGE,YOUNG
A1656484,2019-10-24,2019-11-01,LCOM,OTH,LARGE,YOUNG
A1656485,2019-10-24,2019-12-16,LCOM,OTH,LARGE,YOUNG
A1446223,2019-10-24,2020-02-08,LCOM,STRAY,LARGE,ADULT
A1563542,2019-10-24,2020-01-03,LCOM,STRAY,LARGE,ADULT
A1656521,2019-10-25,2019-10-25,LCOM,STRAY,MED,YOUNG
A1656530,2019-10-25,2019-11-09,LCOM,STRAY,SMALL,ADULT
A1632297,2019-10-25,2019-10-25,LCOM,STRAY,MED,ADULT
A1656533,2019-10-25,2019-11-07,LCOM,STRAY,LARGE,YOUNG
A1656544,2019-10-25,2019-10-26,LCOM,STRAY,SMALL,SENIOR
A1656547,2019-10-25,2019-10-25,NONL,STRAY,SMALL,YOUNG
A1656551,2019-10-25,2019-10-31,LCOM,STRAY,MED,YOUNG
A1621453,2019-10-25,2019-10-26,LCOM,OTH,LARGE,YOUNG
A1656617,2019-10-26,2019-10-26,LCOM,STRAY,SMALL,ADULT
A1656637,2019-10-26,2019-11-17,LCOM,STRAY,SMALL,SENIOR
A1656640,2019-10-26,2019-10-26,LCOM,STRAY,LARGE,YOUNG
A1656643,2019-10-26,2019-10-27,LCOM,STRAY,LARGE,YOUNG
A1654617,2019-10-26,2019-10-27,LCOM,RET,SMALL,ADULT
A1656646,2019-10-26,2019-10-28,NONL,STRAY,SMALL,SENIOR
A1656656,2019-10-26,2019-11-17,LCOM,STRAY,LARGE,JUVENILE
A1656659,2019-10-26,2019-10-31,LCOM,STRAY,LARGE,JUVENILE
A1656674,2019-10-26,2019-10-31,LCOM,STRAY,MED,YOUNG
A0850007,2019-10-26,2019-10-27,LCOM,STRAY,SMALL,SENIOR
A1616385,2019-10-26,2019-11-09,LCOM,OWNER,SMALL,YOUNG
A1652256,2019-10-26,2019-10-27,LCOM,RET,SMALL,JUVENILE
A1656735,2019-10-26,2019-11-24,LCOM,OTH,SMALL,ADULT
A1476858,2019-10-26,2019-11-05,LCOM,OTH,LARGE,ADULT
A1656743,2019-10-26,2019-10-27,LCOM,STRAY,MED,ADULT
A1656751,2019-10-27,2019-10-27,LCOM,STRAY,MED,JUVENILE
A1656752,2019-10-27,2019-10-27,LCOM,STRAY,MED,JUVENILE
A0824964,2019-10-27,2019-10-27,LCOM,STRAY,LARGE,SENIOR
A1656786,2019-10-27,2019-11-01,LCOM,STRAY,MED,YOUNG
A1656788,2019-10-27,2019-11-02,LCOM,STRAY,LARGE,YOUNG
A1656794,2019-10-27,2019-11-01,LCOM,STRAY,PUPPY,JUVENILE
A1656795,2019-10-27,2019-11-01,LCOM,STRAY,PUPPY,JUVENILE
A1656802,2019-10-27,2019-10-28,LCOM,STRAY,MED,ADULT
A1651792,2019-10-27,2019-10-27,LCOM,RET,MED,SENIOR
A1656811,2019-10-27,2019-10-30,LCOM,STRAY,SMALL,SENIOR
A1656812,2019-10-27,2019-10-28,LCOM,STRAY,MED,YOUNG
A1656813,2019-10-27,2019-10-28,LCOM,STRAY,PUPPY,JUVENILE
A1656819,2019-10-27,2019-11-01,LCOM,STRAY,MED,YOUNG
A1656821,2019-10-27,2019-11-02,LCOM,STRAY,SMALL,JUVENILE
A1656882,2019-10-28,2019-10-30,NONL,OTH,MED,YOUNG
A1655161,2019-10-28,2019-10-29,LCOM,RET,SMALL,YOUNG
A1647962,2019-10-28,2019-10-28,LCOM,STRAY,LARGE,SENIOR
A1656916,2019-10-28,2019-10-29,LCOM,STRAY,MED,JUVENILE
A1656917,2019-10-28,2019-11-02,LCOM,STRAY,LARGE,YOUNG
A1656919,2019-10-28,2019-12-30,TRAN,STRAY,LARGE,YOUNG
A1656923,2019-10-28,2019-10-31,NONL,STRAY,SMALL,YOUNG
A1656949,2019-10-28,2019-11-04,LCOM,STRAY,SMALL,ADULT
A1656951,2019-10-28,2019-11-02,LCOM,STRAY,MED,JUVENILE
A1656953,2019-10-28,2019-10-29,LCOM,STRAY,MED,SENIOR
A1656960,2019-10-28,2019-10-30,NONL,OTH,SMALL,YOUNG
A1634911,2019-10-29,2019-10-30,LCOM,STRAY,LARGE,JUVENILE
A1656991,2019-10-29,2019-11-06,LCOM,STRAY,MED,SENIOR
A1651792,2019-10-29,2019-10-30,LCOM,RET,MED,SENIOR
A1657024,2019-10-29,2019-11-10,LCOM,STRAY,MED,ADULT
A1600471,2019-10-29,2019-10-30,LCOM,OTH,LARGE,YOUNG
A1651113,2019-10-29,2019-10-30,LCOM,OTH,LARGE,YOUNG
A1651114,2019-10-29,2019-10-30,LCOM,OTH,LARGE,ADULT
A1656385,2019-10-29,2019-11-02,LCOM,RET,LARGE,YOUNG
A1657068,2019-10-29,2019-11-02,LCOM,STRAY,PUPPY,JUVENILE
A1657071,2019-10-29,2019-11-01,NONL,STRAY,LARGE,YOUNG
A1657073,2019-10-29,2019-10-30,LCOM,STRAY,MED,SENIOR
A1657078,2019-10-29,2019-11-06,LCOM,STRAY,MED,YOUNG
A1451828,2019-10-29,2019-10-29,LCOM,STRAY,LARGE,ADULT
A1657092,2019-10-29,2019-11-12,LCOM,STRAY,LARGE,YOUNG
A1657094,2019-10-29,2019-11-01,LCOM,STRAY,LARGE,JUVENILE
A1657103,2019-10-29,2019-11-07,LCOM,STRAY,LARGE,YOUNG
A1657148,2019-10-30,2019-11-06,LCOM,STRAY,PUPPY,JUVENILE
A1657154,2019-10-30,2019-10-30,LCOM,STRAY,SMALL,SENIOR
A1657167,2019-10-30,2020-03-30,TRAN,STRAY,LARGE,ADULT
A1495779,2019-10-30,2019-10-30,LCOM,STRAY,LARGE,YOUNG
A1657181,2019-10-30,2019-10-31,LCOM,STRAY,SMALL,YOUNG
A1657212,2019-10-30,2019-10-31,LCOM,STRAY,LARGE,YOUNG
A1657230,2019-10-30,2019-11-13,LCOM,STRAY,LARGE,JUVENILE
