animal_id,intake_date,outcome_date,outcome_type,intake_type,animal_size
A1794830,2024-05-19,2024-05-23,LiveC,STRAY,TOY
A1867999,2024-05-19,2024-05-24,Transf,STRAY,SMALL
A1868034,2024-05-20,2024-05-25,LiveC,STRAY,PUPPY
A1868038,2024-05-20,2024-08-13,Transf,STRAY,LRG
A1868037,2024-05-20,2024-05-20,NonL,OTHER,LRG
A1868044,2024-05-20,2024-06-01,LiveC,STRAY,SMALL
A1833807,2024-05-20,2024-05-21,LiveC,OTHER,LRG
A1868064,2024-05-20,2024-05-25,LiveC,STRAY,TOY
A1868065,2024-05-20,2024-05-25,LiveC,STRAY,SMALL
A1868094,2024-05-20,2024-10-30,Transf,STRAY,LRG
A1868095,2024-05-20,2024-09-16,Transf,STRAY,LRG
A1856078,2024-05-20,2024-09-15,Transf,OTHER,LRG
A1865885,2024-05-20,2024-06-02,LiveC,OTHER,PUPPY
A1868125,2024-05-20,2024-05-21,LiveC,STRAY,MED
A1868137,2024-05-20,2024-05-29,LiveC,STRAY,SMALL
A1868143,2024-05-20,2024-05-21,LiveC,STRAY,MED
A1868144,2024-05-20,2024-05-21,LiveC,STRAY,MED
A1868152,2024-05-21,2024-07-27,LiveC,STRAY,LRG
A1868175,2024-05-21,2024-05-25,LiveC,STRAY,SMALL
A1619276,2024-05-21,2024-06-01,LiveC,STRAY,MED
A1868209,2024-05-21,2024-05-22,LiveC,STRAY,MED
A1868213,2024-05-21,2024-11-14,NonL,STRAY,LRG
A1856943,2024-05-21,2024-05-22,Transf,OTHER,SMALL
A1864469,2024-05-17,2024-05-22,NonL,OWNER,LRG
A1868241,2024-05-21,2024-06-13,Transf,OTHER,MED
A1826192,2024-05-21,2024-09-07,LiveC,OTHER,LRG
A1868258,2024-05-21,2024-05-21,NonL,OWNER,SMALL
A1868271,2024-05-21,2024-05-22,LiveC,STRAY,LRG
A1868278,2024-05-21,2024-06-26,LiveC,STRAY,LRG
A1868188,2024-05-21,2024-05-25,LiveC,STRAY,LRG
A1831876,2024-05-21,2024-05-22,LiveC,STRAY,LRG
A1868301,2024-05-21,2024-05-26,LiveC,STRAY,PUPPY
A1868304,2024-05-21,2024-05-28,LiveC,STRAY,MED
A1868373,2024-05-22,2024-05-22,LiveC,STRAY,LRG
A1868375,2024-05-22,2024-05-27,Transf,STRAY,SMALL
A1868402,2024-05-22,2024-05-27,Transf,STRAY,SMALL
A1868423,2024-05-22,2024-06-01,LiveC,STRAY,SMALL
A1338784,2024-05-22,2024-06-01,LiveC,STRAY,MED
A1868432,2024-05-22,2024-05-26,LiveC,STRAY,PUPPY
A1868436,2024-05-22,2024-05-26,LiveC,STRAY,SMALL
A1608602,2024-05-22,2024-05-23,LiveC,STRAY,SMALL
A1868491,2024-05-22,2024-05-23,LiveC,OTHER,SMALL
A1868520,2024-05-23,2024-05-24,LiveC,STRAY,LRG
A1868539,2024-05-23,2024-06-01,LiveC,STRAY,SMALL
A1867065,2024-05-23,2024-05-24,Transf,OTHER,SMALL
A1868589,2024-05-23,2024-10-02,LiveC,STRAY,LRG
A1868603,2024-05-23,2024-05-28,LiveC,STRAY,PUPPY
A1868616,2024-05-23,2024-05-29,LiveC,STRAY,PUPPY
A1868655,2024-05-23,2024-05-30,LiveC,STRAY,SMALL
A1868685,2024-05-23,2024-05-23,Transf,OTHER,LRG
A1868714,2024-05-23,2024-05-28,LiveC,STRAY,SMALL
A1868730,2024-05-23,2024-05-30,LiveC,STRAY,SMALL
A1844970,2024-05-24,2024-05-25,LiveC,OTHER,LRG
A1844971,2024-05-24,2024-05-25,LiveC,OTHER,LRG
A1828134,2024-05-24,2024-09-24,LiveC,STRAY,LRG
A1831876,2024-05-24,2024-06-01,LiveC,OTHER,LRG
A1868885,2024-05-24,2024-05-30,LiveC,STRAY,PUPPY
A1868886,2024-05-24,2024-05-31,LiveC,STRAY,PUPPY
A1843676,2024-05-24,2024-06-01,Transf,STRAY,PUPPY
A1868908,2024-05-24,2024-06-01,LiveC,STRAY,LRG
A1851128,2024-05-24,2024-06-11,LiveC,OTHER,SMALL
A1868932,2024-05-24,2024-05-25,LiveC,OTHER,SMALL
A1868934,2024-05-24,2024-06-01,LiveC,STRAY,MED
A1760108,2024-05-25,2024-05-30,LiveC,OTHER,MED
A1868959,2024-05-25,2024-06-12,Transf,STRAY,SMALL
A1868962,2024-05-25,2024-05-31,LiveC,STRAY,MED
A1868971,2024-05-25,2024-05-31,LiveC,STRAY,LRG
A1868973,2024-05-25,2024-06-01,LiveC,STRAY,SMALL
A1867944,2024-05-25,2024-05-26,LiveC,OTHER,PUPPY
A1868976,2024-05-25,2024-06-01,LiveC,STRAY,MED
A1868977,2024-05-25,2024-06-01,LiveC,STRAY,MED
A1868978,2024-05-25,2024-06-01,LiveC,STRAY,MED
A1868981,2024-05-25,2024-05-31,LiveC,STRAY,LRG
A1634823,2024-05-25,2024-06-29,Transf,OTHER,SMALL
A1634816,2024-05-25,2024-06-29,Transf,OTHER,SMALL
A1868994,2024-05-25,2024-06-09,LiveC,STRAY,SMALL
A1868996,2024-05-25,2024-06-01,LiveC,STRAY,LRG
A1869006,2024-05-25,2024-06-01,LiveC,STRAY,SMALL
A1744372,2024-05-25,2024-05-25,NonL,OTHER,LRG
A1869016,2024-05-25,2024-07-23,LiveC,STRAY,LRG
A1869026,2024-05-25,2024-05-31,LiveC,STRAY,LRG
A1869037,2024-05-26,2024-06-03,LiveC,STRAY,LRG
A1863978,2024-05-26,2024-06-12,LiveC,OTHER,LRG
A1869095,2024-05-26,2024-06-13,LiveC,STRAY,MED
A1869113,2024-05-27,2024-05-28,LiveC,OTHER,LRG
A1869117,2024-05-27,2024-05-27,LiveC,STRAY,LRG
A1869134,2024-05-27,2024-06-01,LiveC,STRAY,SMALL
A1869140,2024-05-27,2024-05-28,LiveC,STRAY,LRG
A1864814,2024-05-27,2024-06-05,LiveC,OTHER,LRG
A1869157,2024-05-27,2024-05-29,LiveC,STRAY,SMALL
A1869158,2024-05-27,2024-05-29,LiveC,STRAY,SMALL
A1869165,2024-05-27,2024-05-28,LiveC,STRAY,LRG
A1713932,2024-05-27,2024-05-28,LiveC,STRAY,MED
A1869174,2024-05-27,2024-06-05,LiveC,STRAY,MED
A1869175,2024-05-27,2024-06-15,NonL,STRAY,MED
A1869177,2024-05-27,2024-06-03,Transf,STRAY,SMALL
A1869205,2024-05-28,2024-11-17,LiveC,STRAY,LRG
A1854161,2024-05-28,2024-05-28,LiveC,OTHER,LRG
A1869235,2024-05-28,2025-01-24,Transf,STRAY,LRG
A1869246,2024-05-28,2024-06-01,LiveC,STRAY,PUPPY
A1869258,2024-05-28,2024-06-03,Transf,STRAY,SMALL
A1616103,2024-05-28,2024-06-01,LiveC,OTHER,SMALL
A1238173,2024-05-28,2024-05-29,LiveC,STRAY,MED
A1869296,2024-05-28,2024-05-28,LiveC,STRAY,SMALL
A1869140,2024-05-28,2024-06-05,Transf,OWNER,LRG
A1869308,2024-05-28,2024-06-20,LiveC,STRAY,PUPPY
A1722564,2024-05-28,2024-05-29,LiveC,STRAY,TOY
A1717118,2024-05-28,2024-05-29,LiveC,STRAY,TOY
A1792479,2024-05-28,2024-05-30,LiveC,OTHER,LRG
A1869316,2024-05-28,2024-06-15,LiveC,OTHER,LRG
A1869343,2024-05-28,2024-09-23,LiveC,STRAY,LRG
A1869347,2024-05-28,2024-06-13,Transf,STRAY,SMALL
A1869348,2024-05-28,2024-06-13,Transf,STRAY,SMALL
A1869354,2024-05-28,2024-06-06,LiveC,OTHER,SMALL
A1869364,2024-05-28,2024-06-20,LiveC,STRAY,LRG
A1869367,2024-05-29,2024-05-29,LiveC,OTHER,LRG
A1869385,2024-05-29,2024-06-02,LiveC,STRAY,MED
A1849040,2024-05-29,2024-05-29,LiveC,OTHER,LRG
A1869479,2024-05-29,2024-06-05,LiveC,STRAY,MED
A1869481,2024-05-29,2024-05-30,LiveC,STRAY,LRG
A1869494,2024-05-29,2024-05-30,Transf,STRAY,PUPPY
A1866525,2024-05-29,2024-05-29,LiveC,OTHER,SMALL
A1869512,2024-05-29,2024-07-29,LiveC,OTHER,LRG
A1723628,2024-05-30,2024-05-30,LiveC,STRAY,LRG
A1806824,2024-05-30,2024-05-30,LiveC,STRAY,LRG
A1869551,2024-05-30,2024-06-05,LiveC,STRAY,SMALL
A1869552,2024-05-30,2024-06-04,LiveC,STRAY,SMALL
A1869564,2024-05-30,2024-06-25,LiveC,STRAY,LRG
A1864595,2024-05-30,2024-05-31,LiveC,STRAY,SMALL
A1869586,2024-05-30,2024-08-18,LiveC,OTHER,LRG
A1869588,2024-05-30,2024-06-03,LiveC,OTHER,SMALL
A1869597,2024-05-30,2024-08-14,LiveC,STRAY,LRG
A1869613,2024-05-30,2024-06-04,LiveC,STRAY,LRG
A1855236,2024-05-30,2024-06-01,LiveC,OTHER,LRG
A1869679,2024-05-31,2024-06-05,LiveC,OTHER,MED
A1869680,2024-05-31,2024-06-05,LiveC,OTHER,MED
A1869705,2024-05-31,2024-06-01,LiveC,OTHER,MED
A1869718,2024-05-31,2024-06-07,LiveC,STRAY,SMALL
A1869724,2024-05-31,2024-05-31,NonL,STRAY,PUPPY
A1869750,2024-05-31,2024-06-15,LiveC,STRAY,MED
A1869769,2024-05-31,2024-06-05,LiveC,STRAY,SMALL
A1869787,2024-05-31,2024-06-05,LiveC,STRAY,PUPPY
A1869794,2024-05-31,2024-05-31,LiveC,STRAY,SMALL
A1869804,2024-05-31,2024-06-06,LiveC,STRAY,SMALL
A1869807,2024-05-31,2024-06-03,LiveC,OTHER,MED
A1869808,2024-06-01,2024-09-05,LiveC,STRAY,PUPPY
A1869809,2024-06-01,2024-06-09,LiveC,STRAY,PUPPY
A1869812,2024-06-01,2024-06-22,LiveC,STRAY,SMALL
A1869844,2024-06-01,2024-06-05,Transf,STRAY,SMALL
A1869845,2024-06-01,2024-06-05,Transf,STRAY,SMALL
A1869847,2024-06-01,2024-06-14,LiveC,STRAY,SMALL
A1861862,2024-06-01,2024-06-02,LiveC,OTHER,PUPPY
A1869878,2024-06-01,2024-07-09,Transf,STRAY,MED
A1869890,2024-06-01,2024-06-01,LiveC,STRAY,SMALL
A1683282,2024-06-01,2024-09-15,Transf,STRAY,LRG
A1869892,2024-06-01,2024-11-24,LiveC,STRAY,LRG
A1869894,2024-06-01,2024-06-13,Transf,STRAY,SMALL
A1869896,2024-06-01,2024-06-10,Transf,STRAY,MED
A1869917,2024-06-01,2024-07-20,LiveC,STRAY,LRG
A1869918,2024-06-01,2024-09-25,Transf,STRAY,LRG
A1795169,2024-06-01,2024-06-04,LiveC,OTHER,MED
A1729218,2024-06-01,2024-06-02,LiveC,STRAY,TOY
A1869923,2024-06-01,2024-06-03,LiveC,STRAY,SMALL
A1869964,2024-06-02,2024-09-16,Transf,STRAY,LRG
A1869969,2024-06-02,2024-06-10,LiveC,STRAY,PUPPY
A1847248,2024-06-02,2024-06-02,LiveC,OTHER,LRG
A1866868,2024-06-02,2024-07-15,LiveC,OTHER,LRG
A1869986,2024-06-02,2024-06-08,LiveC,STRAY,PUPPY
A1869988,2024-06-02,2024-06-05,LiveC,STRAY,MED
A1869993,2024-06-02,2024-06-29,LiveC,STRAY,MED
A1870018,2024-06-02,2024-06-03,LiveC,STRAY,LRG
A1870027,2024-06-02,2024-06-03,LiveC,STRAY,PUPPY
A1870029,2024-06-02,2024-06-03,LiveC,STRAY,PUPPY
A1870030,2024-06-02,2024-07-06,Transf,STRAY,LRG
A1870031,2024-06-02,2024-06-03,LiveC,STRAY,SMALL
A1856962,2024-06-03,2024-07-05,LiveC,OTHER,_UNKNOWN_
A1866685,2024-06-03,2024-06-13,LiveC,OTHER,MED
A1870054,2024-06-03,2024-06-03,NonL,STRAY,MED
A1851195,2024-06-03,2024-06-15,Transf,OTHER,LRG
A1870077,2024-06-03,2024-06-17,LiveC,STRAY,LRG
A1865885,2024-06-03,2024-07-01,Transf,OTHER,PUPPY
A1870081,2024-06-03,2024-06-20,Transf,STRAY,LRG
A1870082,2024-06-03,2024-06-13,NonL,STRAY,LRG
A1852942,2024-06-03,2024-06-03,Transf,OTHER,LRG
A1870114,2024-06-03,2024-06-19,Transf,STRAY,LRG
A1870115,2024-06-03,2024-06-13,Transf,STRAY,SMALL
A1870027,2024-06-03,2024-06-05,LiveC,OWNER,PUPPY
A1870029,2024-06-03,2024-06-05,LiveC,OWNER,PUPPY
A1868977,2024-06-03,2024-06-08,LiveC,OTHER,MED
A1861065,2024-06-03,2024-07-02,Transf,OTHER,LRG
A1867822,2024-06-03,2024-06-04,LiveC,OTHER,LRG
A1870123,2024-06-03,2025-01-17,Transf,STRAY,LRG
A1870208,2024-06-04,2024-06-13,LiveC,STRAY,MED
A1870217,2024-06-04,2024-06-09,LiveC,STRAY,PUPPY
A1868981,2024-06-04,2024-06-08,LiveC,OTHER,LRG
A1870232,2024-06-04,2024-06-06,Transf,STRAY,PUPPY
A1870236,2024-06-04,2024-07-10,LiveC,OTHER,LRG
A1870245,2024-06-04,2024-06-13,Transf,STRAY,SMALL
A1870246,2024-06-04,2024-06-29,Transf,OTHER,SMALL
A1870254,2024-06-04,2024-06-15,LiveC,STRAY,SMALL
A1870269,2024-06-04,2024-06-06,NonL,STRAY,LRG
A1870270,2024-06-04,2024-06-08,Transf,STRAY,MED
A1870273,2024-06-04,2024-07-18,LiveC,STRAY,LRG
A1870272,2024-06-04,2024-06-14,NonL,STRAY,LRG
A1855847,2024-06-05,2024-08-04,Transf,OWNER,LRG
A1865861,2024-06-05,2024-07-20,Transf,OTHER,LRG
A1870881,2024-06-05,2024-06-07,LiveC,STRAY,SMALL
A1861085,2024-06-05,2024-06-30,LiveC,OTHER,LRG
A1864924,2024-06-05,2024-06-16,LiveC,STRAY,LRG
A1870359,2024-06-05,2024-06-12,Transf,STRAY,SMALL
A1870361,2024-06-05,2024-07-13,LiveC,STRAY,LRG
A1870362,2024-06-05,2024-06-05,NonL,STRAY,TOY
A1870370,2024-06-05,2024-06-09,LiveC,OWNER,PUPPY
A1870371,2024-06-05,2024-06-07,LiveC,OWNER,PUPPY
A1870372,2024-06-05,2024-06-15,LiveC,OWNER,PUPPY
A1870373,2024-06-05,2024-06-10,LiveC,OWNER,PUPPY
A1870374,2024-06-05,2024-06-10,Transf,STRAY,LRG
A1870383,2024-06-05,2024-06-11,Transf,STRAY,MED
A1870384,2024-06-05,2024-06-11,LiveC,STRAY,MED
A1870413,2024-06-05,2024-06-14,Transf,STRAY,SMALL
A1870420,2024-06-05,2024-06-20,Transf,STRAY,MED
A1870430,2024-06-05,2024-06-06,LiveC,STRAY,LRG
A1866680,2024-06-05,2024-06-06,LiveC,STRAY,LRG
A1870690,2024-06-06,2024-07-07,LiveC,STRAY,LRG
A1870720,2024-06-06,2024-06-13,Transf,STRAY,SMALL
A1870731,2024-06-06,2024-06-11,LiveC,STRAY,SMALL
A1870733,2024-06-06,2024-06-14,Transf,STRAY,SMALL
A1870738,2024-06-06,2024-06-07,LiveC,OTHER,LRG
A1870736,2024-06-06,2024-06-07,LiveC,OTHER,LRG
A1857356,2024-06-06,2025-02-26,Transf,OTHER,LRG
A1870753,2024-06-06,2024-06-11,LiveC,STRAY,SMALL
A1161858,2024-06-06,2024-06-07,LiveC,STRAY,TOY
A1132641,2024-06-06,2024-06-07,LiveC,STRAY,SMALL
A1787173,2024-06-06,2024-06-21,NonL,STRAY,LRG
A1834942,2024-06-06,2024-06-07,LiveC,STRAY,PUPPY
A1834940,2024-06-06,2024-06-07,LiveC,STRAY,PUPPY
A1806673,2024-06-06,2024-06-07,LiveC,STRAY,MED
A1607693,2024-06-06,2024-06-11,NonL,OWNER,LRG
A1870847,2024-06-07,2024-06-08,Transf,STRAY,PUPPY
A1810896,2024-06-07,2024-06-07,LiveC,OTHER,LRG
A1868971,2024-06-07,2024-06-15,LiveC,OTHER,LRG
A1239499,2024-06-07,2024-06-29,LiveC,STRAY,TOY
A1870886,2024-06-07,2024-06-11,Transf,STRAY,PUPPY
A1870948,2024-06-07,2024-09-13,Transf,STRAY,PUPPY
A1870956,2024-06-07,,InCare,STRAY,LRG
A1870960,2024-06-07,2024-08-14,Transf,STRAY,SMALL
A1870961,2024-06-07,2024-07-08,Transf,STRAY,MED
A1870962,2024-06-07,2024-06-20,Transf,STRAY,SMALL
A1870963,2024-06-07,2024-06-14,Transf,STRAY,SMALL
A1870964,2024-06-07,2024-08-31,Transf,STRAY,SMALL
A1870965,2024-06-07,2024-06-13,LiveC,STRAY,SMALL
A1870969,2024-06-07,2024-07-23,LiveC,STRAY,LRG
A1870973,2024-06-07,2024-06-16,LiveC,STRAY,LRG
A1868423,2024-06-07,2024-06-14,Transf,OTHER,SMALL
A1870976,2024-06-07,2024-06-29,LiveC,STRAY,LRG
A1870989,2024-06-07,2024-06-12,LiveC,STRAY,PUPPY
A1871005,2024-06-07,2024-07-12,LiveC,STRAY,MED
A1871010,2024-06-07,2024-06-14,LiveC,OTHER,MED
A1777342,2024-06-08,2024-06-08,LiveC,OTHER,LRG
A1871279,2024-06-08,2024-06-12,LiveC,STRAY,PUPPY
A1871285,2024-06-08,2024-06-08,LiveC,STRAY,MED
A1871289,2024-06-08,2025-02-01,Transf,STRAY,LRG
A1871291,2024-06-06,2024-07-27,LiveC,STRAY,LRG
A1866592,2024-06-08,2024-06-30,LiveC,OTHER,MED
A1871293,2024-06-08,2024-06-18,Transf,STRAY,LRG
A1871294,2024-06-08,2024-06-18,Transf,STRAY,SMALL
A1871295,2024-06-08,2024-06-10,LiveC,STRAY,SMALL
A1871298,2024-06-08,2024-06-08,LiveC,STRAY,LRG
A1871303,2024-06-08,2024-06-19,Transf,STRAY,SMALL
A1845509,2024-06-08,2024-06-08,LiveC,OTHER,LRG
A1867916,2024-06-08,2024-06-09,LiveC,OTHER,SMALL
A1871313,2024-06-08,2024-06-09,LiveC,STRAY,SMALL
A1871315,2024-06-08,2024-06-12,LiveC,STRAY,MED
A1841789,2024-06-08,2024-07-06,LiveC,OTHER,MED
A1871336,2024-06-08,2024-06-13,LiveC,STRAY,PUPPY
A1871372,2024-06-09,2024-06-29,Transf,STRAY,SMALL
A1865064,2024-06-09,2024-07-13,Transf,OTHER,LRG
A1871390,2024-06-09,2024-06-16,LiveC,STRAY,SMALL
A1871391,2024-06-09,2024-06-26,Transf,STRAY,LRG
A1871393,2024-06-09,2024-10-10,LiveC,STRAY,LRG
A1870029,2024-06-09,2024-06-14,LiveC,OTHER,PUPPY
A1870027,2024-06-09,2024-06-15,LiveC,OTHER,PUPPY
A1871416,2024-06-09,2024-06-14,LiveC,STRAY,PUPPY
A1871417,2024-06-09,2024-06-11,LiveC,STRAY,SMALL
A1871418,2024-06-09,2024-06-13,LiveC,STRAY,LRG
A1871420,2024-06-09,2024-06-14,LiveC,STRAY,PUPPY
A1871421,2024-06-09,2024-07-11,Transf,STRAY,LRG
A1871425,2024-06-09,2024-06-29,Transf,STRAY,MED
A1871424,2024-06-09,2024-06-29,Transf,STRAY,MED
A1871423,2024-06-09,2024-06-19,Transf,STRAY,MED
A1870217,2024-06-09,2024-06-27,LiveC,OTHER,PUPPY
A1871431,2024-06-09,2024-06-16,LiveC,STRAY,PUPPY
A1871432,2024-06-09,2024-06-14,LiveC,STRAY,PUPPY
A1871463,2024-06-10,2024-06-10,LiveC,STRAY,MED
A1871464,2024-06-10,2024-06-15,LiveC,STRAY,PUPPY
A1871467,2024-06-10,2024-06-13,LiveC,OTHER,LRG
A1870370,2024-06-10,2024-06-10,LiveC,OTHER,PUPPY
A1867916,2024-06-10,2024-06-19,Transf,OTHER,SMALL
A1871487,2024-06-10,2024-06-15,LiveC,STRAY,PUPPY
A1871496,2024-06-10,2024-06-19,LiveC,STRAY,PUPPY
A1871500,2024-06-10,2024-06-11,Transf,STRAY,PUPPY
A1871504,2024-06-10,2024-06-15,LiveC,STRAY,SMALL
A1871526,2024-06-10,2024-06-16,LiveC,STRAY,MED
A1871547,2024-06-10,2024-10-07,Transf,STRAY,LRG
A1813681,2024-06-11,2024-06-15,LiveC,STRAY,LRG
A1871979,2024-06-11,2024-06-28,LiveC,STRAY,XL
A1852942,2024-06-10,2024-06-11,LiveC,OTHER,LRG
A1872061,2024-06-11,2024-07-10,Transf,STRAY,LRG
A1872064,2024-06-11,2024-06-18,Transf,STRAY,LRG
A1837999,2024-06-11,2024-09-14,Transf,OTHER,LRG
A1856230,2024-06-11,2024-06-14,LiveC,OTHER,SMALL
A1872104,2024-06-11,2024-06-20,LiveC,STRAY,LRG
A1872113,2024-06-11,2024-06-20,Transf,STRAY,SMALL
A1872116,2024-06-11,2024-09-14,Transf,STRAY,LRG
A1872114,2024-06-11,2025-02-08,LiveC,STRAY,LRG
A1872118,2024-06-11,2024-06-22,LiveC,STRAY,LRG
A1872124,2024-06-11,2024-06-14,LiveC,STRAY,LRG
A1872142,2024-06-11,2024-06-16,LiveC,STRAY,MED
A1872148,2024-06-11,2024-06-29,Transf,STRAY,MED
A1872159,2024-06-11,2024-08-05,LiveC,STRAY,LRG
A1872160,2024-06-11,2024-06-12,LiveC,STRAY,LRG
A1872166,2024-06-11,2024-06-12,LiveC,OTHER,MED
A1872167,2024-06-12,2024-07-05,Transf,STRAY,LRG
A1872198,2024-06-12,2024-06-18,Transf,STRAY,TOY
A1872201,2024-06-12,2024-06-29,Transf,OTHER,MED
A1872209,2024-06-12,2024-06-16,LiveC,STRAY,PUPPY
A1864795,2024-06-12,2024-06-16,LiveC,OTHER,PUPPY
A1864796,2024-06-12,2024-06-15,LiveC,OTHER,PUPPY
A1864797,2024-06-12,2024-06-15,LiveC,OTHER,PUPPY
A1864798,2024-06-12,2024-06-16,LiveC,OTHER,PUPPY
A1864799,2024-06-12,2024-06-15,LiveC,OTHER,PUPPY
A1872225,2024-06-12,2024-06-16,LiveC,STRAY,PUPPY
A1872228,2024-06-12,2024-06-14,LiveC,STRAY,SMALL
A1872242,2024-06-12,2024-06-18,Transf,STRAY,SMALL
A1872251,2024-06-12,2024-06-12,NonL,STRAY,PUPPY
A1872262,2024-06-12,2024-06-13,Transf,STRAY,PUPPY
A1872267,2024-06-12,2024-06-28,LiveC,STRAY,LRG
A1872268,2024-06-12,2024-06-24,LiveC,STRAY,LRG
A1872269,2024-06-12,2024-06-29,LiveC,STRAY,LRG
A1556203,2024-06-12,2024-06-13,LiveC,STRAY,MED
A1872289,2024-06-12,2024-06-20,Transf,STRAY,MED
A1678968,2024-06-12,2024-06-13,LiveC,STRAY,MED
A1864792,2024-06-13,2024-06-13,LiveC,OTHER,SMALL
A1872316,2024-06-13,2024-06-29,Transf,STRAY,SMALL
A1872334,2024-06-13,2024-06-19,LiveC,STRAY,SMALL
A1872351,2024-06-13,2024-06-17,NonL,STRAY,MED
A1872352,2024-06-13,2024-07-13,Transf,STRAY,LRG
A1833018,2024-06-13,2024-06-25,LiveC,STRAY,LRG
A1872368,2024-06-13,2024-06-14,LiveC,STRAY,XL
A1872369,2024-06-13,2024-06-17,LiveC,STRAY,SMALL
A1872376,2024-06-13,2024-07-06,NonL,STRAY,LRG
A1872377,2024-06-13,2024-09-22,LiveC,STRAY,LRG
A1872389,2024-06-13,2024-06-29,NonL,STRAY,LRG
A1872402,2024-06-13,2024-06-19,LiveC,STRAY,SMALL
A1872412,2024-06-13,2024-06-14,LiveC,STRAY,MED
A1872413,2024-06-13,2024-06-18,LiveC,STRAY,PUPPY
A1872414,2024-06-13,2024-06-18,LiveC,STRAY,PUPPY
A1872417,2024-06-13,2024-06-21,LiveC,STRAY,SMALL
A1804749,2024-06-13,2024-06-17,NonL,OWNER,LRG
A1870798,2024-06-13,2024-06-29,NonL,STRAY,MED
A1859144,2024-06-13,2024-06-23,LiveC,STRAY,MED
A1871336,2024-06-14,2024-06-14,LiveC,OTHER,PUPPY
A1862398,2024-06-14,2024-06-14,LiveC,OTHER,LRG
A1872468,2024-06-14,2024-11-01,LiveC,STRAY,LRG
A1872496,2024-06-14,2024-06-19,LiveC,STRAY,PUPPY
A1872502,2024-06-14,2024-07-21,Transf,STRAY,MED
A1872503,2024-06-14,2024-07-09,LiveC,STRAY,LRG
A1872506,2024-06-14,2024-06-29,Transf,STRAY,MED
A1872525,2024-06-14,2024-06-30,LiveC,STRAY,SMALL
A1872528,2024-06-14,2024-07-07,LiveC,STRAY,PUPPY
A1868885,2024-06-14,2024-06-15,LiveC,OTHER,PUPPY
A1851588,2024-06-14,2024-06-17,LiveC,OTHER,LRG
A1872548,2024-06-14,2024-06-21,LiveC,STRAY,PUPPY
A1872556,2024-06-15,2024-08-10,LiveC,STRAY,LRG
A1872572,2024-06-15,2024-06-29,Transf,STRAY,SMALL
A1872573,2024-06-15,2024-06-29,Transf,STRAY,SMALL
A1861837,2024-06-15,2024-07-13,Transf,OTHER,LRG
A1872583,2024-06-15,2024-07-19,LiveC,STRAY,LRG
A1813681,2024-06-15,2024-07-03,Transf,OWNER,LRG
A1872597,2024-06-15,2024-06-22,Transf,STRAY,SMALL
A1872599,2024-06-15,2024-07-19,Transf,STRAY,LRG
A1870019,2024-06-15,2024-06-15,NonL,OWNER,LRG
A1872602,2024-06-15,2024-06-22,LiveC,STRAY,LRG
A1872604,2024-06-15,2024-06-29,Transf,STRAY,SMALL
A1431828,2024-06-15,2024-06-16,LiveC,STRAY,LRG
A1872611,2024-06-15,2024-06-20,Transf,STRAY,SMALL
A1872613,2024-06-15,2024-06-21,LiveC,STRAY,PUPPY
A1872618,2024-06-15,2024-06-19,LiveC,STRAY,LRG
A1872627,2024-06-15,2024-06-20,Transf,STRAY,LRG
A1872637,2024-06-15,2024-06-16,LiveC,STRAY,MED
A1872640,2024-06-15,2024-06-16,LiveC,STRAY,SMALL
A1872641,2024-06-16,2024-06-17,LiveC,OTHER,SMALL
A1872642,2024-06-16,2024-07-13,LiveC,STRAY,PUPPY
A1868423,2024-06-16,2024-06-16,LiveC,OTHER,SMALL
A1872668,2024-06-16,2024-07-05,LiveC,STRAY,PUPPY
A1869479,2024-06-16,2024-06-18,LiveC,OTHER,MED
A1872695,2024-06-16,2024-06-26,Transf,STRAY,LRG
A1872699,2024-06-16,2024-06-29,Transf,STRAY,MED
A1872717,2024-06-16,2024-06-16,NonL,STRAY,SMALL
A1872722,2024-06-16,2024-06-18,LiveC,STRAY,LRG
A1872723,2024-06-16,2024-06-17,LiveC,STRAY,MED
A1872724,2024-06-16,2024-06-17,LiveC,STRAY,MED
A1872748,2024-06-17,2024-06-17,LiveC,STRAY,LRG
A1747122,2024-06-17,2024-06-17,LiveC,STRAY,LRG
A1872765,2024-06-17,2024-06-22,LiveC,STRAY,LRG
A1872767,2024-06-17,2024-06-29,LiveC,STRAY,LRG
A1864806,2024-06-17,2024-06-26,Transf,OTHER,LRG
A1872792,2024-06-17,2024-06-22,LiveC,STRAY,SMALL
A1872800,2024-06-17,2024-08-30,LiveC,STRAY,LRG
A1872805,2024-06-17,2024-06-23,LiveC,STRAY,SMALL
A1872827,2024-06-17,2024-06-22,Transf,STRAY,LRG
A1872828,2024-06-17,2024-07-31,Transf,OTHER,LRG
A1872842,2024-06-17,2024-08-20,LiveC,STRAY,LRG
A1253489,2024-06-17,2024-06-19,LiveC,STRAY,SMALL
A1872859,2024-06-17,2024-06-22,Transf,STRAY,MED
A1872878,2024-06-17,2024-06-21,LiveC,STRAY,MED
A1873343,2024-06-18,2024-07-02,LiveC,OTHER,LRG
A1873368,2024-06-18,2024-06-29,Transf,STRAY,LRG
A1873369,2024-06-18,2024-06-18,Transf,STRAY,PUPPY
A1873370,2024-06-18,2024-06-18,Transf,STRAY,PUPPY
A1873381,2024-06-18,2024-06-18,LiveC,STRAY,SMALL
A1868423,2024-06-18,2024-06-24,NonL,OTHER,SMALL
